message_type	message	enc_class	enc_member	offset	path	target_kind	target_class	target_method	target_param	target_index	target_path	infos
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeJob$DeferredEncodeManager	clear()	23274	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java	FIELD	com.bumptech.glide.load.engine.DecodeJob$DeferredEncodeManager	null	toEncode	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field listener (line 26) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.ActiveResources	ActiveResources(boolean,java.util.concurrent.Executor)	1857	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/ActiveResources.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields key (line 45), resource (line 50), dataSource (line 52), exception (line 58), engineResource (line 64), decodeJob (line 68) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.EngineJob	EngineJob(com.bumptech.glide.load.engine.executor.GlideExecutor,com.bumptech.glide.load.engine.executor.GlideExecutor,com.bumptech.glide.load.engine.executor.GlideExecutor,com.bumptech.glide.load.engine.executor.GlideExecutor,com.bumptech.glide.load.engine.EngineJobListener,com.bumptech.glide.load.engine.EngineResource.ResourceListener,androidx.core.util.Pools.Pool,com.bumptech.glide.load.engine.EngineJob.EngineResourceFactory)	3092	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.EngineJob	release()	9927	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java	FIELD	com.bumptech.glide.load.engine.EngineJob	null	key	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.EngineJob	release()	9943	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java	FIELD	com.bumptech.glide.load.engine.EngineJob	null	engineResource	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.EngineJob	release()	9970	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java	FIELD	com.bumptech.glide.load.engine.EngineJob	null	resource	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.EngineJob	release()	10167	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java	FIELD	com.bumptech.glide.load.engine.EngineJob	null	decodeJob	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.EngineJob	release()	10189	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java	FIELD	com.bumptech.glide.load.engine.EngineJob	null	exception	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.EngineJob	release()	10211	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java	FIELD	com.bumptech.glide.load.engine.EngineJob	null	dataSource	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java
PASS_NULLABLE	passing @Nullable parameter 'null' where @NonNull is required	com.bumptech.glide.load.engine.EngineJob	notifyCallbacksOfException()	12022	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJob.java	PARAMETER	com.bumptech.glide.load.engine.EngineJobListener	onEngineJobComplete(com.bumptech.glide.load.engine.EngineJob,com.bumptech.glide.load.Key,com.bumptech.glide.load.engine.EngineResource)	resource	2	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineJobListener.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field recycledAtStackTraceException (line 52) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.util.pool.StateVerifier$DebugStateVerifier	DebugStateVerifier()	1434	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/pool/StateVerifier.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.util.pool.StateVerifier$DebugStateVerifier	setRecycled(boolean)	1860	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/pool/StateVerifier.java	FIELD	com.bumptech.glide.util.pool.StateVerifier$DebugStateVerifier	null	recycledAtStackTraceException	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/pool/StateVerifier.java
FIELD_NO_INIT	@NonNull field glideContext not initialized	com.bumptech.glide.load.engine.DecodeHelper	glideContext	1055	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	glideContext	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
FIELD_NO_INIT	@NonNull field model not initialized	com.bumptech.glide.load.engine.DecodeHelper	model	1092	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	model	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
FIELD_NO_INIT	@NonNull field resourceClass not initialized	com.bumptech.glide.load.engine.DecodeHelper	resourceClass	1159	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	resourceClass	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
FIELD_NO_INIT	@NonNull field diskCacheProvider not initialized	com.bumptech.glide.load.engine.DecodeHelper	diskCacheProvider	1193	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	diskCacheProvider	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
FIELD_NO_INIT	@NonNull field options not initialized	com.bumptech.glide.load.engine.DecodeHelper	options	1250	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	options	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
FIELD_NO_INIT	@NonNull field transformations not initialized	com.bumptech.glide.load.engine.DecodeHelper	transformations	1277	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	transformations	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
FIELD_NO_INIT	@NonNull field transcodeClass not initialized	com.bumptech.glide.load.engine.DecodeHelper	transcodeClass	1337	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	transcodeClass	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
FIELD_NO_INIT	@NonNull field signature not initialized	com.bumptech.glide.load.engine.DecodeHelper	signature	1447	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	signature	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
FIELD_NO_INIT	@NonNull field priority not initialized	com.bumptech.glide.load.engine.DecodeHelper	priority	1472	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	priority	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
FIELD_NO_INIT	@NonNull field diskCacheStrategy not initialized	com.bumptech.glide.load.engine.DecodeHelper	diskCacheStrategy	1501	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	diskCacheStrategy	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeHelper	clear()	2720	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	glideContext	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeHelper	clear()	2745	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	model	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeHelper	clear()	2763	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	signature	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeHelper	clear()	2785	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	resourceClass	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeHelper	clear()	2811	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	transcodeClass	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeHelper	clear()	2838	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	options	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeHelper	clear()	2858	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	priority	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeHelper	clear()	2879	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	transformations	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DecodeHelper	clear()	2907	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	FIELD	com.bumptech.glide.load.engine.DecodeHelper	null	diskCacheStrategy	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.DecodeHelper	getLoadPath(java.lang.Class)	4106	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java	METHOD	com.bumptech.glide.load.engine.DecodeHelper	getLoadPath(java.lang.Class)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field toWrap (line 28) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.LockedResource	LockedResource()	1350	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/LockedResource.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.LockedResource	release()	1569	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/LockedResource.java	FIELD	com.bumptech.glide.load.engine.LockedResource	null	toWrap	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/LockedResource.java
FIELD_NO_INIT	@NonNull static field instance not initialized	com.bumptech.glide.manager.SingletonConnectivityReceiver	instance	1186	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/manager/SingletonConnectivityReceiver.java	FIELD	com.bumptech.glide.manager.SingletonConnectivityReceiver	null	instance	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/manager/SingletonConnectivityReceiver.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.manager.SingletonConnectivityReceiver	reset()	1936	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/manager/SingletonConnectivityReceiver.java	FIELD	com.bumptech.glide.manager.SingletonConnectivityReceiver	null	instance	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/manager/SingletonConnectivityReceiver.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.util.pool.GlideTrace	COOKIE_CREATOR	303	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/pool/GlideTrace.java	FIELD	com.bumptech.glide.util.pool.GlideTrace	null	COOKIE_CREATOR	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/pool/GlideTrace.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields wrapped (line 29), exception (line 30) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.util.ExceptionPassthroughInputStream	ExceptionPassthroughInputStream()	1887	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ExceptionPassthroughInputStream.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.util.ExceptionPassthroughInputStream	release()	3366	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ExceptionPassthroughInputStream.java	FIELD	com.bumptech.glide.util.ExceptionPassthroughInputStream	null	exception	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ExceptionPassthroughInputStream.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.util.ExceptionPassthroughInputStream	release()	3388	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ExceptionPassthroughInputStream.java	FIELD	com.bumptech.glide.util.ExceptionPassthroughInputStream	null	wrapped	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ExceptionPassthroughInputStream.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields wrapped (line 26), exception (line 27) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.util.ExceptionCatchingInputStream	ExceptionCatchingInputStream()	1566	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ExceptionCatchingInputStream.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.util.ExceptionCatchingInputStream	release()	3118	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ExceptionCatchingInputStream.java	FIELD	com.bumptech.glide.util.ExceptionCatchingInputStream	null	exception	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ExceptionCatchingInputStream.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.util.ExceptionCatchingInputStream	release()	3140	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ExceptionCatchingInputStream.java	FIELD	com.bumptech.glide.util.ExceptionCatchingInputStream	null	wrapped	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ExceptionCatchingInputStream.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields size (line 21), viewTarget (line 25) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.util.ViewPreloadSizeProvider	ViewPreloadSizeProvider()	1225	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ViewPreloadSizeProvider.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull field size (line 21) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.util.ViewPreloadSizeProvider	ViewPreloadSizeProvider(android.view.View)	1619	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ViewPreloadSizeProvider.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.util.ViewPreloadSizeProvider	onSizeReady(int,int)	2117	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ViewPreloadSizeProvider.java	FIELD	com.bumptech.glide.util.ViewPreloadSizeProvider	null	viewTarget	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/ViewPreloadSizeProvider.java
PASS_NULLABLE	passing @Nullable parameter 'b' where @NonNull is required	com.bumptech.glide.util.Util	bothBaseRequestOptionsNullEquivalentOrEquals(com.bumptech.glide.request.BaseRequestOptions,com.bumptech.glide.request.BaseRequestOptions)	8162	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/util/Util.java	PARAMETER	com.bumptech.glide.request.BaseRequestOptions	isEquivalentTo(com.bumptech.glide.request.BaseRequestOptions)	other	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/request/BaseRequestOptions.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field values (line 124) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.bitmap_recycle.GroupedLinkedMap$LinkedEntry	LinkedEntry(K)	3813	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/GroupedLinkedMap.java	null	null	null	null	null	null
PASS_NULLABLE	passing @Nullable parameter 'null' where @NonNull is required	com.bumptech.glide.load.engine.bitmap_recycle.GroupedLinkedMap$LinkedEntry	LinkedEntry()	3790	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/GroupedLinkedMap.java	PARAMETER	com.bumptech.glide.load.engine.bitmap_recycle.GroupedLinkedMap$LinkedEntry	LinkedEntry(K)	key	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/GroupedLinkedMap.java
UNBOX_NULLABLE	unboxing of a @Nullable value	com.bumptech.glide.load.engine.bitmap_recycle.SizeStrategy	decrementBitmapOfSize(java.lang.Integer)	2289	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/SizeStrategy.java	null	null	null	null	null	null
PASS_NULLABLE	passing @Nullable parameter 'evicted' where @NonNull is required	com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool	evictToSize(int)	4981	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruArrayPool.java	PARAMETER	com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool	getAdapterFromObject(T)	object	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruArrayPool.java
PASS_NULLABLE	passing @Nullable parameter 'evicted' where @NonNull is required	com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool	evictToSize(int)	5033	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruArrayPool.java	PARAMETER	com.bumptech.glide.load.engine.bitmap_recycle.ArrayAdapterInterface	getArrayLength(T)	array	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/ArrayAdapterInterface.java
PASS_NULLABLE	passing @Nullable parameter 'evicted' where @NonNull is required	com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool	evictToSize(int)	5137	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruArrayPool.java	PARAMETER	com.bumptech.glide.load.engine.bitmap_recycle.ArrayAdapterInterface	getArrayLength(T)	array	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/ArrayAdapterInterface.java
DEREFERENCE_NULLABLE	dereferenced expression evicted is @Nullable	com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool	evictToSize(int)	5175	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruArrayPool.java	null	null	null	null	null	null
UNBOX_NULLABLE	unboxing of a @Nullable value	com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool	getCurrentSize()	7210	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruArrayPool.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull field arrayClass (line 241) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool$Key	Key(com.bumptech.glide.load.engine.bitmap_recycle.LruArrayPool.KeyPool)	7793	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruArrayPool.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull field config (line 201) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.bitmap_recycle.SizeConfigStrategy$Key	Key(com.bumptech.glide.load.engine.bitmap_recycle.SizeConfigStrategy.KeyPool)	6652	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/SizeConfigStrategy.java	null	null	null	null	null	null
PASS_NULLABLE	passing @Nullable parameter 'config' where @NonNull is required	com.bumptech.glide.load.engine.bitmap_recycle.LruBitmapPool	getDirtyOrNull(int,int,android.graphics.Bitmap.Config)	6078	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruBitmapPool.java	PARAMETER	com.bumptech.glide.load.engine.bitmap_recycle.LruBitmapPool	assertNotHardwareConfig(android.graphics.Bitmap.Config)	config	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruBitmapPool.java
PASS_NULLABLE	passing @Nullable parameter 'config' where @NonNull is required	com.bumptech.glide.load.engine.bitmap_recycle.LruBitmapPool	getDirtyOrNull(int,int,android.graphics.Bitmap.Config)	6484	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruBitmapPool.java	PARAMETER	com.bumptech.glide.load.engine.bitmap_recycle.LruPoolStrategy	logBitmap(int,int,android.graphics.Bitmap.Config)	config	2	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruPoolStrategy.java
PASS_NULLABLE	passing @Nullable parameter 'config' where @NonNull is required	com.bumptech.glide.load.engine.bitmap_recycle.LruBitmapPool	getDirtyOrNull(int,int,android.graphics.Bitmap.Config)	6764	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruBitmapPool.java	PARAMETER	com.bumptech.glide.load.engine.bitmap_recycle.LruPoolStrategy	logBitmap(int,int,android.graphics.Bitmap.Config)	config	2	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/LruPoolStrategy.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.bitmap_recycle.AttributeStrategy	get(int,int,android.graphics.Bitmap.Config)	844	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/AttributeStrategy.java	METHOD	com.bumptech.glide.load.engine.bitmap_recycle.AttributeStrategy	get(int,int,android.graphics.Bitmap.Config)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/AttributeStrategy.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.bitmap_recycle.AttributeStrategy	removeLast()	924	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/AttributeStrategy.java	METHOD	com.bumptech.glide.load.engine.bitmap_recycle.AttributeStrategy	removeLast()	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/AttributeStrategy.java
